filename,class_name,class_id,x_center,y_center,width,height
100000011_anno.txt,resin,6,0.648929,0.06543,0.683214,0.220703
100000011_anno.txt,quartzity,5,0.397143,0.30957,0.440714,1.0
100000011_anno.txt,live knot,0,0.311786,0.049805,0.373929,0.112305
100000012_anno.txt,quartzity,5,0.391429,0.0,0.428214,0.350586
100000012_anno.txt,live knot,0,0.400714,0.854492,0.425714,0.922852
100000012_anno.txt,live knot,0,0.353214,0.726562,0.378214,0.794922
100000013_anno.txt,resin,6,0.5525,0.0,0.593929,0.099609
100000013_anno.txt,quartzity,5,0.383571,0.0,0.445357,1.0
100000013_anno.txt,live knot,0,0.055,0.036133,0.291429,0.291016
100000014_anno.txt,quartzity,5,0.400357,0.0,0.462857,1.0
100000014_anno.txt,live knot,0,0.053929,0.43457,0.386429,0.557617
100000015_anno.txt,resin,6,0.756429,0.849609,0.793214,0.960937
100000015_anno.txt,resin,6,0.611071,0.830078,0.653929,0.947266
100000015_anno.txt,quartzity,5,0.3725,0.0,0.4575,1.0
100000016_anno.txt,quartzity,5,0.399643,0.416992,0.462143,1.0
100000016_anno.txt,quartzity,5,0.367857,0.0,0.415,0.130859
100000017_anno.txt,resin,6,0.133214,0.200195,0.158214,0.268555
100000017_anno.txt,quartzity,5,0.379286,0.0,0.440357,1.0
100000017_anno.txt,live knot,0,0.429286,0.772461,0.552143,0.858398
100000018_anno.txt,quartzity,5,0.367857,0.0,0.465357,1.0
100000019_anno.txt,quartzity,5,0.416071,0.0,0.495,0.959961
100000020_anno.txt,resin,6,0.6,0.305664,0.728929,0.463867
100000020_anno.txt,quartzity,5,0.416071,0.0,0.418214,0.009766
100000021_anno.txt,resin,6,0.861071,0.073242,0.883929,0.224609
100000021_anno.txt,quartzity,5,0.453214,0.4375,0.4975,0.796875
100000021_anno.txt,live knot,0,0.686071,0.734375,0.943571,0.919922
100000021_anno.txt,live knot,0,0.378214,0.213867,0.418929,0.28418
100000021_anno.txt,live knot,0,0.481786,0.071289,0.502857,0.12207
100000023_anno.txt,live knot,0,0.420357,0.912109,0.445357,0.980469
100000023_anno.txt,live knot,0,0.507857,0.688477,0.532857,0.756836
100000032_anno.txt,live knot,0,0.651429,0.482422,0.7425,0.587891
100000032_anno.txt,live knot,0,0.3075,0.277344,0.3825,0.375977
100000033_anno.txt,knot with crack,3,0.311071,0.898437,0.407143,1.0
100000033_anno.txt,live knot,0,0.505,0.089844,0.572143,0.185547
100000034_anno.txt,knot with crack,3,0.45,0.40332,0.540714,0.516602
100000034_anno.txt,live knot,0,0.31,0.0,0.407857,0.041992
100000036_anno.txt,live knot,0,0.525,0.704102,0.581071,0.788086
100000036_anno.txt,live knot,0,0.465,0.202148,0.513929,0.28418
100000037_anno.txt,live knot,0,0.056429,0.289062,0.173214,0.500977
100000037_anno.txt,live knot,0,0.6275,0.270508,0.738929,0.383789
100000038_anno.txt,live knot,0,0.435,0.804687,0.487143,0.899414
100000039_anno.txt,quartzity,5,0.569643,0.629883,0.571429,0.632812
100000039_anno.txt,knot missing,2,0.620357,0.782227,0.620714,0.783203
100000039_anno.txt,live knot,0,0.228929,0.882812,0.2325,0.885742
100000039_anno.txt,live knot,0,0.695357,0.757812,0.702143,0.763672
100000039_anno.txt,live knot,0,0.130714,0.74707,0.255714,0.865234
100000039_anno.txt,live knot,0,0.52,0.369141,0.583929,0.441406
100000040_anno.txt,knot with crack,3,0.378214,0.147461,0.470714,0.277344
100000040_anno.txt,live knot,0,0.854286,0.912109,0.937143,1.0
100000040_anno.txt,live knot,0,0.437857,0.087891,0.438571,0.088867
100000041_anno.txt,knot with crack,3,0.3675,0.0,0.47,0.138672
100000041_anno.txt,live knot,0,0.501429,0.030273,0.501786,0.041016
100000041_anno.txt,live knot,0,0.875,0.0,0.930357,0.033203
100000042_anno.txt,live knot,0,0.523214,0.475586,0.568214,0.5625
100000042_anno.txt,live knot,0,0.7475,0.071289,0.7975,0.125977
100000043_anno.txt,live knot,0,0.675714,0.701172,0.741429,0.786133
100000043_anno.txt,live knot,0,0.33,0.670898,0.381786,0.750977
100000044_anno.txt,knot with crack,3,0.75,0.625977,0.753571,0.629883
100000044_anno.txt,knot with crack,3,0.745,0.62207,0.745357,0.623047
100000044_anno.txt,knot with crack,3,0.744286,0.621094,0.744643,0.62207
100000044_anno.txt,knot with crack,3,0.801071,0.521484,0.803929,0.525391
100000044_anno.txt,live knot,0,0.400357,0.760742,0.400714,0.761719
100000044_anno.txt,live knot,0,0.401071,0.751953,0.411071,0.760742
100000044_anno.txt,live knot,0,0.316786,0.613281,0.405357,0.730469
100000044_anno.txt,live knot,0,0.7375,0.526367,0.849643,0.629883
100000045_anno.txt,knot with crack,3,0.441429,0.933594,0.52,1.0
100000045_anno.txt,knot with crack,3,0.805,0.587891,0.806786,0.594727
100000045_anno.txt,live knot,0,0.439643,0.999023,0.44,1.0
100000045_anno.txt,live knot,0,0.917857,0.686523,0.918214,0.6875
100000045_anno.txt,live knot,0,0.763929,0.677734,0.775714,0.68457
100000045_anno.txt,live knot,0,0.762857,0.677734,0.763571,0.678711
100000045_anno.txt,live knot,0,0.746429,0.65332,0.756429,0.667969
100000045_anno.txt,live knot,0,0.772143,0.613281,0.773571,0.616211
100000045_anno.txt,live knot,0,0.744643,0.540039,0.7475,0.545898
100000045_anno.txt,live knot,0,0.316786,0.520508,0.413929,0.631836
100000045_anno.txt,live knot,0,0.767143,0.503906,0.768571,0.508789
100000045_anno.txt,live knot,0,0.7625,0.483398,0.763571,0.487305
100000045_anno.txt,live knot,0,0.805,0.47168,0.938929,0.616211
100000045_anno.txt,live knot,0,0.594286,0.430664,0.668929,0.545898
100000045_anno.txt,live knot,0,0.866786,0.420898,0.868214,0.423828
100000046_anno.txt,resin,6,0.708214,0.813477,0.738214,0.958984
100000046_anno.txt,live knot,0,0.408214,0.0,0.513214,0.075195
100000047_anno.txt,live knot,0,0.358929,0.505859,0.4225,0.589844
100000047_anno.txt,live knot,0,0.478214,0.039062,0.530357,0.115234
100000048_anno.txt,live knot,0,0.063214,0.582031,0.064286,0.583984
100000048_anno.txt,live knot,0,0.128214,0.575195,0.129643,0.583984
100000048_anno.txt,live knot,0,0.055357,0.574219,0.056786,0.576172
100000048_anno.txt,live knot,0,0.6,0.0,0.648214,0.044922
100000049_anno.txt,knot with crack,3,0.221429,0.683594,0.308214,0.807617
100000049_anno.txt,live knot,0,0.48,0.772461,0.548214,0.844727
100000049_anno.txt,live knot,0,0.523214,0.730469,0.525,0.734375
100000049_anno.txt,live knot,0,0.2375,0.641602,0.241429,0.646484
100000051_anno.txt,knot with crack,3,0.303929,0.0,0.395,0.09082
100000051_anno.txt,live knot,0,0.450714,0.780273,0.451429,0.782227
100000051_anno.txt,live knot,0,0.45,0.779297,0.450357,0.780273
100000051_anno.txt,live knot,0,0.381071,0.640625,0.466071,0.748047
100000051_anno.txt,live knot,0,0.470714,0.609375,0.472143,0.613281
100000051_anno.txt,live knot,0,0.765714,0.163086,0.937143,0.378906
100000053_anno.txt,live knot,0,0.137857,0.573242,0.14,0.577148
100000053_anno.txt,live knot,0,0.164286,0.479492,0.164643,0.480469
100000053_anno.txt,live knot,0,0.719286,0.268555,0.720357,0.271484
100000053_anno.txt,live knot,0,0.357857,0.21875,0.362857,0.233398
100000053_anno.txt,live knot,0,0.418571,0.1875,0.418929,0.192383
100000053_anno.txt,live knot,0,0.736071,0.157227,0.738214,0.15918
100000053_anno.txt,live knot,0,0.363214,0.131836,0.403929,0.208984
100000054_anno.txt,live knot,0,0.280714,0.615234,0.2825,0.618164
100000054_anno.txt,live knot,0,0.558214,0.515625,0.558571,0.516602
100000054_anno.txt,live knot,0,0.505357,0.1875,0.506429,0.189453
100000054_anno.txt,live knot,0,0.4725,0.104492,0.531429,0.181641
100000055_anno.txt,live knot,0,0.472857,0.072266,0.533929,0.182617
100000056_anno.txt,knot with crack,3,0.318214,0.072266,0.426429,0.234375
100000056_anno.txt,live knot,0,0.5875,0.478516,0.740357,0.639648
100000056_anno.txt,live knot,0,0.741786,0.141602,0.893929,0.256836
100000056_anno.txt,live knot,0,0.413214,0.081055,0.416071,0.083984
100000057_anno.txt,live knot,0,0.2875,0.749023,0.291071,0.756836
100000059_anno.txt,live knot,0,0.553929,0.90625,0.632143,1.0
100000059_anno.txt,live knot,0,0.439643,0.619141,0.44,0.62207
100000059_anno.txt,live knot,0,0.409286,0.041992,0.468214,0.129883
100000060_anno.txt,live knot,0,0.556786,0.811523,0.636429,0.923828
100000060_anno.txt,live knot,0,0.0575,0.78418,0.126429,0.933594
100000060_anno.txt,live knot,0,0.573571,0.780273,0.575,0.783203
100000060_anno.txt,live knot,0,0.326071,0.668945,0.416071,0.770508
100000060_anno.txt,live knot,0,0.200714,0.083984,0.296429,0.213867
100000069_anno.txt,crack,4,0.495357,0.595703,0.542143,1.0
100000069_anno.txt,live knot,0,0.7875,0.173828,0.805357,0.222656
100000069_anno.txt,live knot,0,0.358214,0.0,0.551071,0.110352
100000071_anno.txt,crack,4,0.491071,0.0,0.535357,0.324219
100000072_anno.txt,live knot,0,0.058571,0.423828,0.076429,0.472656
100000073_anno.txt,crack,4,0.506071,0.640625,0.540357,1.0
100000073_anno.txt,knot with crack,3,0.2025,0.338867,0.416071,0.591797
100000073_anno.txt,knot with crack,3,0.661786,0.146484,0.863929,0.424805
100000074_anno.txt,crack,4,0.48,0.0,0.515,0.436523
100000075_anno.txt,live knot,0,0.5425,0.464844,0.595714,0.543945
100000076_anno.txt,knot with crack,3,0.473929,0.87207,0.6375,1.0
100000076_anno.txt,live knot,0,0.450357,0.989258,0.452857,1.0
100000076_anno.txt,live knot,0,0.634643,0.90918,0.636429,0.912109
100000076_anno.txt,live knot,0,0.587857,0.87793,0.588214,0.878906
100000077_anno.txt,knot with crack,3,0.451429,0.0,0.645,0.123047
100000077_anno.txt,live knot,0,0.437857,0.063477,0.438929,0.068359
100000079_anno.txt,live knot,0,0.527857,0.151367,0.567857,0.220703
100000080_anno.txt,knot with crack,3,0.620357,0.607422,0.797857,0.863281
100000080_anno.txt,live knot,0,0.581071,0.073242,0.632857,0.165039
100000082_anno.txt,knot with crack,3,0.318929,0.913086,0.468929,1.0
100000083_anno.txt,knot with crack,3,0.3075,0.0,0.458929,0.166016
100000083_anno.txt,live knot,0,0.287857,0.044922,0.289286,0.047852
100000084_anno.txt,knot with crack,3,0.271786,0.0,0.475,0.253906
100100000_anno.txt,live knot,0,0.525714,0.140625,0.550714,0.208984
100100000_anno.txt,live knot,0,0.346429,0.070312,0.3775,0.166016
100100001_anno.txt,live knot,0,0.503929,0.206055,0.554643,0.301758
100100002_anno.txt,live knot,0,0.576429,0.78125,0.675714,0.904297
100100002_anno.txt,live knot,0,0.271429,0.475586,0.404286,0.583008
100100002_anno.txt,live knot,0,0.488929,0.464844,0.535,0.540039
100100003_anno.txt,live knot,0,0.177143,0.119141,0.245,0.200195
100100005_anno.txt,live knot,0,0.4725,0.507812,0.515714,0.589844
100100005_anno.txt,live knot,0,0.576429,0.389648,0.638929,0.496094
100100008_anno.txt,live knot,0,0.51,0.382812,0.535,0.451172
100100009_anno.txt,live knot,0,0.320714,0.546875,0.371429,0.62207
100100011_anno.txt,live knot,0,0.306429,0.870117,0.383214,0.981445
100100012_anno.txt,live knot,0,0.451429,0.017578,0.488214,0.102539
100100013_anno.txt,quartzity,5,0.395357,0.071289,0.4425,1.0
100100014_anno.txt,quartzity,5,0.395714,0.0,0.432143,0.240234
100100022_anno.txt,resin,6,0.708929,0.895508,0.740714,1.0
100100022_anno.txt,crack,4,0.510714,0.274414,0.565714,0.858398
100100023_anno.txt,resin,6,0.710714,0.0,0.738571,0.143555
100100023_anno.txt,live knot,0,0.616071,0.831055,0.68,0.891602
100100023_anno.txt,live knot,0,0.377857,0.802734,0.446786,0.882812
100100024_anno.txt,resin,6,0.495714,0.0,0.542857,0.28418
100100024_anno.txt,live knot,0,0.308214,0.287109,0.365714,0.366211
100100025_anno.txt,live knot,0,0.055357,0.207031,0.191429,0.385742
100100025_anno.txt,live knot,0,0.3725,0.196289,0.455,0.338867
100100026_anno.txt,resin,6,0.671071,0.022461,0.709286,0.34668
100100026_anno.txt,live knot,0,0.6425,0.567383,0.706429,0.65332
100100027_anno.txt,knot missing,2,0.063214,0.786133,0.101429,0.861328
100100027_anno.txt,live knot,0,0.463929,0.712891,0.5225,0.81543
100100029_anno.txt,live knot,0,0.311429,0.051758,0.426071,0.195312
100100029_anno.txt,live knot,0,0.560357,0.0,0.680357,0.123047
100100030_anno.txt,live knot,0,0.4175,0.949219,0.46,1.0
100100030_anno.txt,live knot,0,0.663929,0.868164,0.72,0.957031
100100030_anno.txt,live knot,0,0.526429,0.25,0.57,0.334961
100100031_anno.txt,live knot,0,0.534286,0.8125,0.604286,0.900391
100100033_anno.txt,resin,6,0.219286,0.633789,0.261429,1.0
100100033_anno.txt,knot with crack,3,0.1525,0.342773,0.156429,0.348633
100100033_anno.txt,knot with crack,3,0.124286,0.30957,0.129643,0.326172
100100033_anno.txt,knot with crack,3,0.508929,0.181641,0.633929,0.375977
100100033_anno.txt,live knot,0,0.135,0.160156,0.282857,0.338867
100100034_anno.txt,resin,6,0.8075,0.895508,0.831429,1.0
100100034_anno.txt,live knot,0,0.4925,0.808594,0.5325,0.895508
100100035_anno.txt,resin,6,0.8075,0.0,0.827857,0.081055
100100035_anno.txt,live knot,0,0.480714,0.649414,0.528929,0.762695
100100036_anno.txt,resin,6,0.17,0.773437,0.203571,1.0
100100036_anno.txt,knot with crack,3,0.4275,0.176758,0.541429,0.348633
100100037_anno.txt,resin,6,0.834643,0.80957,0.863929,1.0
100100037_anno.txt,resin,6,0.728214,0.369141,0.785714,0.644531
100100038_anno.txt,resin,6,0.835,0.138672,0.865,0.300781
100100038_anno.txt,quartzity,5,0.911429,0.048828,0.911786,0.050781
100100038_anno.txt,quartzity,5,0.911071,0.046875,0.911429,0.047852
100100038_anno.txt,live knot,0,0.430714,0.0,0.4775,0.047852
100100039_anno.txt,knot with crack,3,0.631071,0.481445,0.748929,0.619141
100100039_anno.txt,live knot,0,0.3875,0.482422,0.468929,0.595703
100100039_anno.txt,live knot,0,0.535,0.359375,0.591429,0.447266
100100040_anno.txt,resin,6,0.801429,0.117187,0.826786,0.259766
100100040_anno.txt,live knot,0,0.646429,0.550781,0.688214,0.630859
100100041_anno.txt,live knot,0,0.403929,0.829102,0.450714,0.916016
100100041_anno.txt,live knot,0,0.515714,0.619141,0.5575,0.710937
100100042_anno.txt,resin,6,0.698929,0.075195,0.73,0.198242
100100042_anno.txt,live knot,0,0.538929,0.765625,0.585714,0.861328
100100043_anno.txt,knot with crack,3,0.390357,0.580078,0.496429,0.732422
100100043_anno.txt,live knot,0,0.803214,0.663086,0.9325,0.849609
100100044_anno.txt,resin,6,0.255714,0.029297,0.330714,0.277344
100100045_anno.txt,resin,6,0.330357,0.485352,0.360357,0.62207
100100045_anno.txt,live knot,0,0.378929,0.352539,0.423214,0.439453
100100045_anno.txt,live knot,0,0.4675,0.0,0.523214,0.054687
100100046_anno.txt,resin,6,0.288571,0.698242,0.325357,1.0
100100046_anno.txt,resin,6,0.668929,0.533203,0.6975,0.629883
100100046_anno.txt,knot with crack,3,0.1725,0.225586,0.348214,0.404297
100100046_anno.txt,knot with crack,3,0.534643,0.196289,0.676786,0.376953
100100047_anno.txt,resin,6,0.29,0.000977,0.3225,0.170898
100100047_anno.txt,live knot,0,0.39,0.444336,0.415,0.512695
100100048_anno.txt,quartzity,5,0.7975,0.427734,0.798929,0.430664
100100048_anno.txt,live knot,0,0.35,0.414062,0.396429,0.50293
100100048_anno.txt,live knot,0,0.5525,0.332031,0.598929,0.43457
100100049_anno.txt,knot with crack,3,0.061429,0.876953,0.261429,1.0
100100049_anno.txt,knot with crack,3,0.495,0.701172,0.603214,0.861328
100100050_anno.txt,live knot,0,0.523214,0.455078,0.555,0.533203
100100052_anno.txt,live knot,0,0.44,0.430664,0.4825,0.509766
100100053_anno.txt,live knot,0,0.278214,0.129883,0.280357,0.134766
100100053_anno.txt,live knot,0,0.4875,0.120117,0.5475,0.225586
100100066_anno.txt,live knot,0,0.775,0.881836,0.918929,1.0
100100066_anno.txt,live knot,0,0.62,0.576172,0.6625,0.660156
100100066_anno.txt,live knot,0,0.721429,0.041016,0.763929,0.120117
100100068_anno.txt,live knot,0,0.288571,0.347656,0.289286,0.348633
100100068_anno.txt,live knot,0,0.391429,0.316406,0.393571,0.319336
100100068_anno.txt,live knot,0,0.635,0.144531,0.673571,0.232422
100100068_anno.txt,live knot,0,0.060714,0.101562,0.061429,0.103516
100100068_anno.txt,live knot,0,0.074286,0.082031,0.075357,0.084961
100100068_anno.txt,live knot,0,0.104643,0.069336,0.105357,0.072266
100100068_anno.txt,live knot,0,0.062143,0.063477,0.523214,0.34375
100100068_anno.txt,live knot,0,0.338929,0.047852,0.339643,0.048828
100100069_anno.txt,live knot,0,0.56,0.454102,0.598214,0.546875
100100070_anno.txt,live knot,0,0.588214,0.535156,0.6275,0.625977
100100071_anno.txt,crack,4,0.59,0.270508,0.647857,0.836914
100100071_anno.txt,live knot,0,0.681429,0.461914,0.745714,0.548828
100100072_anno.txt,live knot,0,0.598214,0.875,0.64,0.954102
100100073_anno.txt,live knot,0,0.5825,0.336914,0.617143,0.427734
100100073_anno.txt,live knot,0,0.545714,0.079102,0.5825,0.174805
100100074_anno.txt,live knot,0,0.562857,0.573242,0.5975,0.640625
100100075_anno.txt,live knot,0,0.058571,0.729492,0.163929,0.800781
100100075_anno.txt,live knot,0,0.503214,0.569336,0.538929,0.663086
100100076_anno.txt,live knot,0,0.694286,0.948242,0.863929,1.0
100100076_anno.txt,live knot,0,0.545357,0.333984,0.588571,0.412109
100100077_anno.txt,live knot,0,0.673571,0.0,0.898929,0.074219
100100078_anno.txt,live knot,0,0.55,0.185547,0.662857,0.332031
100100079_anno.txt,live knot,0,0.501071,0.78418,0.518929,0.833008
100100079_anno.txt,live knot,0,0.4525,0.291016,0.4775,0.359375
100100079_anno.txt,live knot,0,0.580714,0.141602,0.625714,0.225586
100100080_anno.txt,live knot,0,0.431429,0.774414,0.456429,0.842773
100100080_anno.txt,live knot,0,0.568929,0.701172,0.61,0.786133
100100081_anno.txt,live knot,0,0.433929,0.835937,0.475,0.914062
100100083_anno.txt,knot with crack,3,0.34,0.414062,0.416786,0.504883
100100083_anno.txt,live knot,0,0.653214,0.720703,0.697857,0.789062
100100083_anno.txt,live knot,0,0.549286,0.058594,0.656786,0.186523
100100083_anno.txt,live knot,0,0.435714,0.046875,0.482857,0.128906
100200000_anno.txt,live knot,0,0.691429,0.760742,0.7925,0.925781
100200000_anno.txt,live knot,0,0.064286,0.759766,0.224643,0.946289
100200000_anno.txt,live knot,0,0.281786,0.0,0.4,0.076172
100200002_anno.txt,live knot,0,0.359643,0.336914,0.4,0.417969
100200002_anno.txt,live knot,0,0.653929,0.191406,0.685,0.270508
100200003_anno.txt,live knot,0,0.407857,0.142578,0.4575,0.225586
100200004_anno.txt,knot with crack,3,0.2725,0.280273,0.379643,0.429687
100200004_anno.txt,live knot,0,0.279286,0.414062,0.279643,0.415039
100200005_anno.txt,resin,6,0.53,0.526367,0.565,0.624023
100200005_anno.txt,knot with crack,3,0.504286,0.542969,0.506786,0.561523
100200005_anno.txt,knot with crack,3,0.3625,0.540039,0.47,0.704102
100200005_anno.txt,live knot,0,0.65,0.15918,0.733571,0.264648
100200009_anno.txt,live knot,0,0.364286,0.116211,0.432143,0.236328
100200010_anno.txt,live knot,0,0.149643,0.470703,0.151786,0.478516
100200010_anno.txt,live knot,0,0.335357,0.34082,0.335714,0.341797
100200010_anno.txt,live knot,0,0.150714,0.316406,0.316429,0.535156
100200010_anno.txt,live knot,0,0.517143,0.279297,0.631071,0.476562
100200011_anno.txt,live knot,0,0.560714,0.926758,0.613214,1.0
100200011_anno.txt,live knot,0,0.5325,0.506836,0.571429,0.583008
100200012_anno.txt,live knot,0,0.461071,0.800781,0.508571,0.883789
100200012_anno.txt,live knot,0,0.599643,0.458008,0.648571,0.538086
100200014_anno.txt,knot missing,2,0.882143,0.648437,0.934286,0.783203
100200014_anno.txt,live knot,0,0.603929,0.405273,0.708214,0.581055
100200014_anno.txt,live knot,0,0.401429,0.311523,0.5075,0.475586
100200014_anno.txt,live knot,0,0.471786,0.299805,0.4725,0.301758
100200015_anno.txt,live knot,0,0.49,0.623047,0.525,0.697266
100400000_anno.txt,resin,6,0.589643,0.371094,0.609643,0.512695
100400000_anno.txt,quartzity,5,0.360357,0.364258,0.451429,1.0
100400000_anno.txt,knot missing,2,0.054643,0.24707,0.0725,0.311523
100400000_anno.txt,live knot,0,0.054643,0.017578,0.396429,0.259766
100400000_anno.txt,live knot,0,0.459286,0.008789,0.480714,0.067383
100400001_anno.txt,resin,6,0.211071,0.012695,0.2425,0.163086
100400001_anno.txt,quartzity,5,0.361786,0.0,0.422857,0.250977
100400002_anno.txt,quartzity,5,0.367857,0.077148,0.423571,1.0
100400002_anno.txt,live knot,0,0.5225,0.166992,0.597143,0.236328
100400003_anno.txt,quartzity,5,0.369643,0.0,0.431786,1.0
100400004_anno.txt,quartzity,5,0.385,0.0,0.454286,1.0
100400004_anno.txt,live knot,0,0.471071,0.086914,0.834643,0.251953
100400005_anno.txt,quartzity,5,0.397699,0.0,0.4653,0.652344
100400005_anno.txt,crack,4,0.404171,0.654297,0.429702,0.99707
100400012_anno.txt,live knot,0,0.1975,0.420898,0.255,0.522461
100400013_anno.txt,live knot,0,0.181071,0.594727,0.198929,0.643555
100400013_anno.txt,live knot,0,0.225714,0.234375,0.280357,0.333984
100400014_anno.txt,knot missing,2,0.053571,0.875,0.070714,0.995117
100400014_anno.txt,live knot,0,0.353929,0.817383,0.403929,0.931641
100400014_anno.txt,live knot,0,0.25,0.523437,0.2875,0.598633
100400015_anno.txt,knot missing,2,0.898214,0.410156,0.931071,0.480469
100400015_anno.txt,live knot,0,0.338214,0.615234,0.3825,0.692383
100400016_anno.txt,live knot,0,0.181071,0.410156,0.1825,0.416992
100400016_anno.txt,live knot,0,0.178929,0.37793,0.245714,0.530273
100400016_anno.txt,live knot,0,0.231071,0.366211,0.233571,0.368164
100400016_anno.txt,live knot,0,0.3625,0.194336,0.427857,0.306641
100400017_anno.txt,live knot,0,0.348571,0.770508,0.4025,0.847656
100400017_anno.txt,live knot,0,0.4025,0.136719,0.441429,0.229492
100400018_anno.txt,live knot,0,0.273929,0.74707,0.331429,0.858398
100400018_anno.txt,live knot,0,0.477143,0.660156,0.540714,0.748047
100400018_anno.txt,live knot,0,0.4,0.298828,0.442857,0.349609
100400019_anno.txt,knot missing,2,0.848214,0.379883,0.931071,0.516602
100400019_anno.txt,live knot,0,0.495714,0.405273,0.591429,0.535156
100400019_anno.txt,live knot,0,0.284286,0.405273,0.377143,0.598633
100400019_anno.txt,live knot,0,0.341429,0.207031,0.406429,0.316406
100400020_anno.txt,resin,6,0.435714,0.671875,0.47,0.776367
100400021_anno.txt,live knot,0,0.435,0.881836,0.485,0.972656
100400021_anno.txt,live knot,0,0.373929,0.615234,0.420714,0.704102
100400022_anno.txt,live knot,0,0.509286,0.374023,0.605357,0.492187
100400022_anno.txt,live knot,0,0.238929,0.368164,0.33,0.535156
100400023_anno.txt,live knot,0,0.158929,0.12793,0.268571,0.279297
100400023_anno.txt,live knot,0,0.424286,0.047852,0.514643,0.166016
100400023_anno.txt,live knot,0,0.293214,0.0,0.368929,0.075195
100400023_anno.txt,live knot,0,0.292143,0.0,0.299286,0.006836
100400024_anno.txt,live knot,0,0.616429,0.865234,0.668929,0.943359
100400024_anno.txt,live knot,0,0.4175,0.5625,0.4425,0.630859
100400025_anno.txt,live knot,0,0.416429,0.576172,0.463214,0.669922
100400025_anno.txt,live knot,0,0.199643,0.152344,0.2375,0.21582
100400026_anno.txt,live knot,0,0.500714,0.731445,0.595714,0.865234
100400026_anno.txt,live knot,0,0.3025,0.28418,0.380714,0.391602
100400026_anno.txt,live knot,0,0.652857,0.185547,0.710357,0.266602
100400027_anno.txt,live knot,0,0.385357,0.72168,0.388571,0.724609
100400027_anno.txt,live knot,0,0.683214,0.624023,0.886786,0.795898
100400027_anno.txt,live knot,0,0.350714,0.594727,0.351071,0.595703
100400027_anno.txt,live knot,0,0.345714,0.578125,0.432857,0.704102
100400028_anno.txt,knot missing,2,0.901429,0.530273,0.932857,0.612305
100400028_anno.txt,live knot,0,0.301429,0.571289,0.326429,0.639648
100400029_anno.txt,live knot,0,0.5625,0.671875,0.610714,0.751953
100400029_anno.txt,live knot,0,0.2875,0.364258,0.318214,0.451172
100400029_anno.txt,live knot,0,0.416429,0.174805,0.441429,0.243164
100400030_anno.txt,live knot,0,0.443929,0.658203,0.485,0.740234
100400030_anno.txt,live knot,0,0.365357,0.147461,0.395,0.21875
100400031_anno.txt,live knot,0,0.498214,0.765625,0.577857,0.879883
100400031_anno.txt,live knot,0,0.351429,0.044922,0.4025,0.145508
100400032_anno.txt,knot missing,2,0.082857,0.592773,0.083214,0.59375
100400032_anno.txt,knot missing,2,0.081429,0.591797,0.0825,0.592773
100400032_anno.txt,live knot,0,0.351429,0.644531,0.428214,0.800781
100400032_anno.txt,live knot,0,0.630357,0.62793,0.800357,0.80957
100400032_anno.txt,live knot,0,0.36,0.099609,0.433214,0.220703
100400033_anno.txt,live knot,0,0.385714,0.954102,0.410714,1.0
100400033_anno.txt,live knot,0,0.470714,0.594727,0.492143,0.65332
100400034_anno.txt,live knot,0,0.5125,0.617187,0.558929,0.712891
100400034_anno.txt,live knot,0,0.3825,0.589844,0.423214,0.673828
100400034_anno.txt,live knot,0,0.233214,0.391602,0.2775,0.478516
100400035_anno.txt,live knot,0,0.4925,0.236328,0.5375,0.318359
