prompt,TP,FP,FN,acc,F1
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
raafkan mw,0.020979021,0.716783217,0.262237762,0.028436019,0.04109589
defect,0.017421603,0.717770035,0.264808362,0.023696682,0.034246575
defect,0.017421603,0.717770035,0.264808362,0.023696682,0.034246575
defect,0.017421603,0.717770035,0.264808362,0.023696682,0.034246575
defect,0.017421603,0.717770035,0.264808362,0.023696682,0.034246575
defect,0.017421603,0.717770035,0.264808362,0.023696682,0.034246575
defect,0.017421603,0.717770035,0.264808362,0.023696682,0.034246575
krakow defect,0.017482517,0.72027972,0.262237762,0.023696682,0.034364261
indicators,0.017301038,0.712802768,0.269896194,0.023696682,0.034013605
indicators,0.017301038,0.712802768,0.269896194,0.023696682,0.034013605
indicators,0.017301038,0.712802768,0.269896194,0.023696682,0.034013605
cypressphs larvae21 defect nikita flashlight,0.014388489,0.744604317,0.241007194,0.018957346,0.028368794
cypressphs larvae21 squire nikita flashlight,0.013559322,0.701694915,0.284745763,0.018957346,0.026755853
cypressphs larvae21 defectega flashlight,0.013986014,0.723776224,0.262237762,0.018957346,0.027586207
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
cypressphs larvae21 defectega [unused0] flashlight,0.014285714,0.739285714,0.246428571,0.018957346,0.028169014
squire,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring detection,0.012765957,0.885106383,0.10212766,0.014218009,0.025210084
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
knot [unused0] bedside squire guiding neighboring crowded,0.012711864,0.881355932,0.105932203,0.014218009,0.025104603
silenced overs defect heels member,0.01056338,0.732394366,0.257042254,0.014218009,0.020905923
silenced temporal defect heels member,0.010526316,0.729824561,0.259649123,0.014218009,0.020833333
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels show,0.010638298,0.737588652,0.25177305,0.014218009,0.021052632
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
silenced temporal squire heels member,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
cypress angled larvae21 defect nikita flashlight,0.01048951,0.727272727,0.262237762,0.014218009,0.020761246
cypressphs garrett21 defect nikita flashlight,0.010638298,0.737588652,0.25177305,0.014218009,0.021052632
cypressphs larvae annoyance defect nikita flashlight,0.010714286,0.742857143,0.246428571,0.014218009,0.021201413
cypressphs larvae21 defectega [unused0] reliability,0.010600707,0.734982332,0.254416961,0.014218009,0.020979021
missesphs larvae21icationega [unused0] flashlight,0.010791367,0.748201439,0.241007194,0.014218009,0.021352313
raaf involve mw,0.010526316,0.729824561,0.259649123,0.014218009,0.020833333
ე dressericationrillধ,0.005882353,0.614705882,0.379411765,0.009478673,0.011695906
knot bedside defect unlimited crack crowded,0.005665722,0.592067989,0.402266289,0.009478673,0.011267606
knot [unused0] zachary squire guiding neighboring crowded,0.008695652,0.908695652,0.082608696,0.009478673,0.017241379
fluorescent angled larvae21 defect nikita flashlight,0.006389776,0.667731629,0.325878594,0.009478673,0.012698413
rumored involve mw,0.007092199,0.741134752,0.25177305,0.009478673,0.014084507
casper,0.007017544,0.733333333,0.259649123,0.009478673,0.013937282
casper,0.007017544,0.733333333,0.259649123,0.009478673,0.013937282
casper,0.007017544,0.733333333,0.259649123,0.009478673,0.013937282
casper,0.007017544,0.733333333,0.259649123,0.009478673,0.013937282
casper,0.007017544,0.733333333,0.259649123,0.009478673,0.013937282
casper,0.007017544,0.733333333,0.259649123,0.009478673,0.013937282
casper,0.007017544,0.733333333,0.259649123,0.009478673,0.013937282
ე oman defect hidalgoদ,0.003333333,0.7,0.296666667,0.004739336,0.006644518
ვ oman defect hidalgoদ,0.003115265,0.654205607,0.342679128,0.004739336,0.00621118
ე dresser [unused0] defect hidalgoদ,0.003144654,0.660377358,0.336477987,0.004739336,0.006269592
ე dresser [unused0] defect hidalgoদ,0.003144654,0.660377358,0.336477987,0.004739336,0.006269592
##js defect,0.003571429,0.75,0.246428571,0.004739336,0.007117438
[unused0] knot bedside defect unlimited crack crowded,0.002898551,0.608695652,0.388405797,0.004739336,0.005780347
##shing bedside defect unlimited crack crowded,0.002873563,0.603448276,0.393678161,0.004739336,0.005730659
knot [unused0] bedside squire guiding imprisoned crowded,0.004065041,0.853658537,0.142276423,0.004739336,0.008097166
knot [unused0] bedside squire guiding imprisoned10,0.003787879,0.795454545,0.200757576,0.004739336,0.00754717
